scenario,seed,method,declared_failure,always_answer_form,gate_wrapped_answer
ate_poor_overlap,85000178,Metadata-only selector,support,True,False
ate_poor_overlap,85000178,Shallow risk selector,support,True,False
ate_poor_overlap,85000178,Convex stack,support,True,False
ate_poor_overlap,85000178,Linear g-computation,support,True,False
ate_poor_overlap,85000178,Random forest g-computation,support,True,False
ate_poor_overlap,85000178,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000178,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000179,Pretrained soft router,support,True,False
ate_poor_overlap,85000179,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000179,Temperature-scaled router,support,True,False
ate_poor_overlap,85000179,Uniform expert mean,support,True,False
ate_poor_overlap,85000179,Median expert,support,True,False
ate_poor_overlap,85000179,Best fixed expert,support,True,False
ate_poor_overlap,85000179,Metadata-only selector,support,True,False
ate_poor_overlap,85000179,Shallow risk selector,support,True,False
ate_poor_overlap,85000179,Convex stack,support,True,False
ate_poor_overlap,85000179,Linear g-computation,support,True,False
ate_poor_overlap,85000179,Random forest g-computation,support,True,False
ate_poor_overlap,85000179,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000179,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000180,Pretrained soft router,support,True,False
ate_poor_overlap,85000180,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000180,Temperature-scaled router,support,True,False
ate_poor_overlap,85000180,Uniform expert mean,support,True,False
ate_poor_overlap,85000180,Median expert,support,True,False
ate_poor_overlap,85000180,Best fixed expert,support,True,False
ate_poor_overlap,85000180,Metadata-only selector,support,True,False
ate_poor_overlap,85000180,Shallow risk selector,support,True,False
ate_poor_overlap,85000180,Convex stack,support,True,False
ate_poor_overlap,85000180,Linear g-computation,support,True,False
ate_poor_overlap,85000180,Random forest g-computation,support,True,False
ate_poor_overlap,85000180,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000180,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000181,Pretrained soft router,support,True,False
ate_poor_overlap,85000181,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000181,Temperature-scaled router,support,True,False
ate_poor_overlap,85000181,Uniform expert mean,support,True,False
ate_poor_overlap,85000181,Median expert,support,True,False
ate_poor_overlap,85000181,Best fixed expert,support,True,False
ate_poor_overlap,85000181,Metadata-only selector,support,True,False
ate_poor_overlap,85000181,Shallow risk selector,support,True,False
ate_poor_overlap,85000181,Convex stack,support,True,False
ate_poor_overlap,85000181,Linear g-computation,support,True,False
ate_poor_overlap,85000181,Random forest g-computation,support,True,False
ate_poor_overlap,85000181,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000181,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000182,Pretrained soft router,support,True,False
ate_poor_overlap,85000182,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000182,Temperature-scaled router,support,True,False
ate_poor_overlap,85000182,Uniform expert mean,support,True,False
ate_poor_overlap,85000182,Median expert,support,True,False
ate_poor_overlap,85000182,Best fixed expert,support,True,False
ate_poor_overlap,85000182,Metadata-only selector,support,True,False
ate_poor_overlap,85000182,Shallow risk selector,support,True,False
ate_poor_overlap,85000182,Convex stack,support,True,False
ate_poor_overlap,85000182,Linear g-computation,support,True,False
ate_poor_overlap,85000182,Random forest g-computation,support,True,False
ate_poor_overlap,85000182,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000182,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000183,Pretrained soft router,support,True,False
ate_poor_overlap,85000183,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000183,Temperature-scaled router,support,True,False
ate_poor_overlap,85000183,Uniform expert mean,support,True,False
ate_poor_overlap,85000183,Median expert,support,True,False
ate_poor_overlap,85000183,Best fixed expert,support,True,False
ate_poor_overlap,85000183,Metadata-only selector,support,True,False
ate_poor_overlap,85000183,Shallow risk selector,support,True,False
ate_poor_overlap,85000183,Convex stack,support,True,False
ate_poor_overlap,85000183,Linear g-computation,support,True,False
ate_poor_overlap,85000183,Random forest g-computation,support,True,False
ate_poor_overlap,85000183,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000183,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000184,Pretrained soft router,support,True,False
ate_poor_overlap,85000184,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000184,Temperature-scaled router,support,True,False
ate_poor_overlap,85000184,Uniform expert mean,support,True,False
ate_poor_overlap,85000184,Median expert,support,True,False
ate_poor_overlap,85000184,Best fixed expert,support,True,False
ate_poor_overlap,85000184,Metadata-only selector,support,True,False
ate_poor_overlap,85000184,Shallow risk selector,support,True,False
ate_poor_overlap,85000184,Convex stack,support,True,False
ate_poor_overlap,85000184,Linear g-computation,support,True,False
ate_poor_overlap,85000184,Random forest g-computation,support,True,False
ate_poor_overlap,85000184,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000184,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000185,Pretrained soft router,support,True,False
ate_poor_overlap,85000185,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000185,Temperature-scaled router,support,True,False
ate_poor_overlap,85000185,Uniform expert mean,support,True,False
ate_poor_overlap,85000185,Median expert,support,True,False
ate_poor_overlap,85000185,Best fixed expert,support,True,False
ate_poor_overlap,85000185,Metadata-only selector,support,True,False
ate_poor_overlap,85000185,Shallow risk selector,support,True,False
ate_poor_overlap,85000185,Convex stack,support,True,False
ate_poor_overlap,85000185,Linear g-computation,support,True,False
ate_poor_overlap,85000185,Random forest g-computation,support,True,False
ate_poor_overlap,85000185,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000185,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000186,Pretrained soft router,support,True,False
ate_poor_overlap,85000186,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000186,Temperature-scaled router,support,True,False
ate_poor_overlap,85000186,Uniform expert mean,support,True,False
ate_poor_overlap,85000186,Median expert,support,True,False
ate_poor_overlap,85000186,Best fixed expert,support,True,False
ate_poor_overlap,85000186,Metadata-only selector,support,True,False
ate_poor_overlap,85000186,Shallow risk selector,support,True,False
ate_poor_overlap,85000186,Convex stack,support,True,False
ate_poor_overlap,85000186,Linear g-computation,support,True,False
ate_poor_overlap,85000186,Random forest g-computation,support,True,False
ate_poor_overlap,85000186,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000186,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000187,Pretrained soft router,support,True,False
ate_poor_overlap,85000187,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000187,Temperature-scaled router,support,True,False
ate_poor_overlap,85000187,Uniform expert mean,support,True,False
ate_poor_overlap,85000187,Median expert,support,True,False
ate_poor_overlap,85000187,Best fixed expert,support,True,False
ate_poor_overlap,85000187,Metadata-only selector,support,True,False
ate_poor_overlap,85000187,Shallow risk selector,support,True,False
ate_poor_overlap,85000187,Convex stack,support,True,False
ate_poor_overlap,85000187,Linear g-computation,support,True,False
ate_poor_overlap,85000187,Random forest g-computation,support,True,False
ate_poor_overlap,85000187,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000187,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000188,Pretrained soft router,support,True,False
ate_poor_overlap,85000188,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000188,Temperature-scaled router,support,True,False
ate_poor_overlap,85000188,Uniform expert mean,support,True,False
ate_poor_overlap,85000188,Median expert,support,True,False
ate_poor_overlap,85000188,Best fixed expert,support,True,False
ate_poor_overlap,85000188,Metadata-only selector,support,True,False
ate_poor_overlap,85000188,Shallow risk selector,support,True,False
ate_poor_overlap,85000188,Convex stack,support,True,False
ate_poor_overlap,85000188,Linear g-computation,support,True,False
ate_poor_overlap,85000188,Random forest g-computation,support,True,False
ate_poor_overlap,85000188,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000188,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000189,Pretrained soft router,support,True,False
ate_poor_overlap,85000189,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000189,Temperature-scaled router,support,True,False
ate_poor_overlap,85000189,Uniform expert mean,support,True,False
ate_poor_overlap,85000189,Median expert,support,True,False
ate_poor_overlap,85000189,Best fixed expert,support,True,False
ate_poor_overlap,85000189,Metadata-only selector,support,True,False
ate_poor_overlap,85000189,Shallow risk selector,support,True,False
ate_poor_overlap,85000189,Convex stack,support,True,False
ate_poor_overlap,85000189,Linear g-computation,support,True,False
ate_poor_overlap,85000189,Random forest g-computation,support,True,False
ate_poor_overlap,85000189,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000189,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000190,Pretrained soft router,support,True,False
ate_poor_overlap,85000190,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000190,Temperature-scaled router,support,True,False
ate_poor_overlap,85000190,Uniform expert mean,support,True,False
ate_poor_overlap,85000190,Median expert,support,True,False
ate_poor_overlap,85000190,Best fixed expert,support,True,False
ate_poor_overlap,85000190,Metadata-only selector,support,True,False
ate_poor_overlap,85000190,Shallow risk selector,support,True,False
ate_poor_overlap,85000190,Convex stack,support,True,False
ate_poor_overlap,85000190,Linear g-computation,support,True,False
ate_poor_overlap,85000190,Random forest g-computation,support,True,False
ate_poor_overlap,85000190,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000190,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000191,Pretrained soft router,support,True,False
ate_poor_overlap,85000191,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000191,Temperature-scaled router,support,True,False
ate_poor_overlap,85000191,Uniform expert mean,support,True,False
ate_poor_overlap,85000191,Median expert,support,True,False
ate_poor_overlap,85000191,Best fixed expert,support,True,False
ate_poor_overlap,85000191,Metadata-only selector,support,True,False
ate_poor_overlap,85000191,Shallow risk selector,support,True,False
ate_poor_overlap,85000191,Convex stack,support,True,False
ate_poor_overlap,85000191,Linear g-computation,support,True,False
ate_poor_overlap,85000191,Random forest g-computation,support,True,False
ate_poor_overlap,85000191,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000191,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000192,Pretrained soft router,support,True,False
ate_poor_overlap,85000192,Pretrained hard top-1,support,True,False
ate_poor_overlap,85000192,Temperature-scaled router,support,True,False
ate_poor_overlap,85000192,Uniform expert mean,support,True,False
ate_poor_overlap,85000192,Median expert,support,True,False
ate_poor_overlap,85000192,Best fixed expert,support,True,False
ate_poor_overlap,85000192,Metadata-only selector,support,True,False
ate_poor_overlap,85000192,Shallow risk selector,support,True,False
ate_poor_overlap,85000192,Convex stack,support,True,False
ate_poor_overlap,85000192,Linear g-computation,support,True,False
ate_poor_overlap,85000192,Random forest g-computation,support,True,False
ate_poor_overlap,85000192,AIPW / network orthogonal,support,True,False
ate_poor_overlap,85000192,DR learner (spline nuisances),support,True,False
ate_poor_overlap,85000193,Pretrained soft router,support,True,False
ate_poor_overlap,85000193,Pretrained hard top-1,support,True,False
