line,text
2143,"ate_linear,20000026,static_ate,Random forest g-computation,-0.8126217016998396,-0.013042005995613122,-0.013042005995613122,True,,,,,,,0.7995796957042265,-0.8016033784763942,0.775519366485168,0.0,1.5771227449615621"
2144,"ate_linear,20000026,static_ate,Spline g-computation,-0.8126217016998396,-0.6944247484207153,-0.6944247484207153,True,,,,,,,0.11819695327912427,-1.0425426032466156,-0.34630689359481504,1.0,0.6962357096518006"
2145,"ate_linear,20000026,static_ate,Interaction g-computation,-0.8126217016998396,-0.7233850955963135,-0.7233850955963135,True,,,,,,,0.08923660610352613,-1.0524258325423963,-0.39434435865023065,1.0,0.6580814738921656"
2146,"ate_linear,20000026,static_ate,AIPW,-0.8126217016998396,-0.42588144540786743,-0.42588144540786743,True,,,,,,,0.3867402562919722,-1.4912723548770388,0.6395094640613039,1.0,2.1307818189383427"
2147,"ate_linear,20000027,static_ate,CWFM-Revised,-0.9474060716686732,-1.006535291671753,-1.006535291671753,True,,,,,,,0.05912922000307974,-1.3818280377136731,-0.6312425456298327,1.0,0.7505854920838405"
2148,"ate_linear,20000027,static_ate,CWFM-Compiled,-0.9474060716686732,-1.0065354108810425,-1.0065354108810425,True,,,,,,,0.05912933921236929,-1.369786093884808,-0.6432847278772769,1.0,0.7265013660075312"
2149,"ate_linear,20000027,static_ate,Linear g-computation,-0.9474060716686732,-1.08940071853886,-1.08940071853886,True,,,,,,,0.1419946468701867,-1.4223928323502477,-0.756408604727472,1.0,0.6659842276227759"
2150,"ate_linear,20000027,static_ate,Random forest g-computation,-0.9474060716686732,-0.27645715248011415,-0.27645715248011415,True,,,,,,,0.670948919188559,-1.0650185249608952,0.5121042200006669,1.0,1.5771227449615621"
2151,"ate_linear,20000027,static_ate,Spline g-computation,-0.9474060716686732,-0.9975772500038147,-0.9975772500038147,True,,,,,,,0.05017117833514151,-1.345695104829715,-0.6494593951779144,1.0,0.6962357096518006"
2152,"ate_linear,20000027,static_ate,Interaction g-computation,-0.9474060716686732,-0.9999157190322876,-0.9999157190322876,True,,,,,,,0.05250964736361441,-1.3289564559783704,-0.6708749820862048,1.0,0.6580814738921656"
2153,"ate_linear,20000027,static_ate,AIPW,-0.9474060716686732,-0.9740316271781921,-0.9740316271781921,True,,,,,,,0.02662555550951895,-2.0394225366473635,0.09135928229097923,1.0,2.1307818189383427"
2154,"ate_linear,20000028,static_ate,CWFM-Revised,-1.3460658583644791,-1.3576335906982422,-1.3576335906982422,True,,,,,,,0.01156773233376307,-1.7493567420867497,-0.9659104393097346,1.0,0.783446302777015"
2155,"ate_linear,20000028,static_ate,CWFM-Compiled,-1.3460658583644791,-1.3576335906982422,-1.3576335906982422,True,,,,,,,0.01156773233376307,-1.7208842737020078,-0.9943829076944766,1.0,0.7265013660075312"
2156,"ate_linear,20000028,static_ate,Linear g-computation,-1.3460658583644791,-1.2473893044864246,-1.2473893044864246,True,,,,,,,0.09867655387805452,-1.5803814182978124,-0.9143971906750367,1.0,0.6659842276227759"
2157,"ate_linear,20000028,static_ate,Random forest g-computation,-1.3460658583644791,-0.4827493699473299,-0.4827493699473299,True,,,,,,,0.8633164884171491,-1.271310742428111,0.30581200253345114,0.0,1.5771227449615621"
2158,"ate_linear,20000028,static_ate,Spline g-computation,-1.3460658583644791,-1.2454214096069336,-1.2454214096069336,True,,,,,,,0.10064444875754552,-1.593539264432834,-0.8973035547810333,1.0,0.6962357096518006"
2159,"ate_linear,20000028,static_ate,Interaction g-computation,-1.3460658583644791,-1.1946828365325928,-1.1946828365325928,True,,,,,,,0.15138302183188634,-1.5237235734786756,-0.86564209958651,1.0,0.6580814738921656"
2160,"ate_linear,20000028,static_ate,AIPW,-1.3460658583644791,-2.3523471355438232,-2.3523471355438232,True,,,,,,,1.0062812771793441,-3.4177380450129946,-1.2869562260746519,1.0,2.1307818189383427"
2161,"ate_linear,20000029,static_ate,CWFM-Revised,0.6213270083420159,0.28345024585723877,0.28345024585723877,True,,,,,,,0.33787676248477716,-0.04373056087177901,0.6106310525862566,0.0,0.6543616134580356"
2162,"ate_linear,20000029,static_ate,CWFM-Compiled,0.6213270083420159,0.28345027565956116,0.28345027565956116,True,,,,,,,0.3378767326824548,-0.07980040734420446,0.6467009586633268,1.0,0.7265013660075312"
2163,"ate_linear,20000029,static_ate,Linear g-computation,0.6213270083420159,0.32438770350888363,0.32438770350888363,True,,,,,,,0.2969393048331323,-0.008604410302504306,0.6573798173202716,1.0,0.6659842276227759"
2164,"ate_linear,20000029,static_ate,Random forest g-computation,0.6213270083420159,0.07097917534286581,0.07097917534286581,True,,,,,,,0.5503478329991501,-0.7175821971379153,0.8595405478236469,1.0,1.5771227449615621"
2165,"ate_linear,20000029,static_ate,Spline g-computation,0.6213270083420159,0.35890060663223267,0.35890060663223267,True,,,,,,,0.26242640170978326,0.010782751806332369,0.707018461458133,1.0,0.6962357096518006"
2166,"ate_linear,20000029,static_ate,Interaction g-computation,0.6213270083420159,0.29778581857681274,0.29778581857681274,True,,,,,,,0.3235411897652032,-0.03125491836927008,0.6268265555228956,1.0,0.6580814738921656"
2167,"ate_linear,20000029,static_ate,AIPW,0.6213270083420159,0.06523056328296661,0.06523056328296661,True,,,,,,,0.5560964450590493,-1.0001603461862048,1.130621472752138,1.0,2.1307818189383427"
2168,"ate_nonlinear,20000000,static_ate,CWFM-Revised,0.28707909754690547,0.24096627533435822,0.24096627533435822,True,,,,,,,0.046112822212547255,-0.3856391751018776,0.867571725770594,1.0,1.2532109008724717"
2169,"ate_nonlinear,20000000,static_ate,CWFM-Compiled,0.28707909754690547,0.24096627533435822,0.24096627533435822,True,,,,,,,0.046112822212547255,-0.1222844076694074,0.6042169583381238,1.0,0.7265013660075312"
2170,"ate_nonlinear,20000000,static_ate,Linear g-computation,0.28707909754690547,0.3027649330623375,0.3027649330623375,True,,,,,,,0.01568583551543201,-0.030227180749050453,0.6357570468737255,1.0,0.6659842276227759"
2171,"ate_nonlinear,20000000,static_ate,Random forest g-computation,0.28707909754690547,0.07358355659094361,0.07358355659094361,True,,,,,,,0.21349554095596185,-0.7149778158898374,0.8621449290717247,1.0,1.5771227449615621"
2172,"ate_nonlinear,20000000,static_ate,Spline g-computation,0.28707909754690547,0.29219546914100647,0.29219546914100647,True,,,,,,,0.005116371594100999,-0.05592238568489383,0.6403133239669068,1.0,0.6962357096518006"
2173,"ate_nonlinear,20000000,static_ate,Interaction g-computation,0.28707909754690547,0.3425295352935791,0.3425295352935791,True,,,,,,,0.05545043774667363,0.013488798347496278,0.6715702722396619,1.0,0.6580814738921656"
2174,"ate_nonlinear,20000000,static_ate,AIPW,0.28707909754690547,-0.3037427067756653,-0.3037427067756653,True,,,,,,,0.5908218043225708,-1.3691336162448366,0.7616482026935061,1.0,2.1307818189383427"
2175,"ate_nonlinear,20000001,static_ate,CWFM-Revised,-0.27774182884054444,-0.08358895033597946,-0.08358895033597946,True,,,,,,,0.19415287850456497,-0.4983185839837521,0.3311406833117932,1.0,0.8294592672955453"
2176,"ate_nonlinear,20000001,static_ate,CWFM-Compiled,-0.27774182884054444,-0.08358894288539886,-0.08358894288539886,True,,,,,,,0.19415288595514557,-0.4468396258891645,0.27966174011836675,1.0,0.7265013660075312"
2177,"ate_nonlinear,20000001,static_ate,Linear g-computation,-0.27774182884054444,0.04891665443009028,0.04891665443009028,True,,,,,,,0.32665848327063474,-0.28407545938129763,0.38190876824147824,1.0,0.6659842276227759"
2178,"ate_nonlinear,20000001,static_ate,Random forest g-computation,-0.27774182884054444,0.030851700573311085,0.030851700573311085,True,,,,,,,0.30859352941385554,-0.75770967190747,0.8194130730540922,1.0,1.5771227449615621"
2179,"ate_nonlinear,20000001,static_ate,Spline g-computation,-0.27774182884054444,-0.08144718408584595,-0.08144718408584595,True,,,,,,,0.1962946447546985,-0.42956503891174624,0.26667067074005435,1.0,0.6962357096518006"
2180,"ate_nonlinear,20000001,static_ate,Interaction g-computation,-0.27774182884054444,-0.1702442467212677,-0.1702442467212677,True,,,,,,,0.10749758211927674,-0.4992849836673505,0.15879649022481512,1.0,0.6580814738921656"
2181,"ate_nonlinear,20000001,static_ate,AIPW,-0.27774182884054444,-0.23033182322978973,-0.23033182322978973,True,,,,,,,0.0474100056107547,-1.295722732698961,0.8350590862393816,1.0,2.1307818189383427"
2182,"ate_nonlinear,20000002,static_ate,CWFM-Revised,0.07109538080702306,0.3274356722831726,0.3274356722831726,True,,,,,,,0.25634029147614956,-0.11882904297349955,0.7737003875398447,1.0,0.8925294305133443"
2183,"ate_nonlinear,20000002,static_ate,CWFM-Compiled,0.07109538080702306,0.3274356722831726,0.3274356722831726,True,,,,,,,0.25634029147614956,-0.03581501072059301,0.6906863552869382,1.0,0.7265013660075312"
2184,"ate_nonlinear,20000002,static_ate,Linear g-computation,0.07109538080702306,0.36900275738106364,0.36900275738106364,True,,,,,,,0.2979073765740406,0.036010643569675704,0.7019948711924515,1.0,0.6659842276227759"
2185,"ate_nonlinear,20000002,static_ate,Random forest g-computation,0.07109538080702306,0.1103144859807474,0.1103144859807474,True,,,,,,,0.039219105173724345,-0.6782468865000336,0.8988758584615285,1.0,1.5771227449615621"
2186,"ate_nonlinear,20000002,static_ate,Spline g-computation,0.07109538080702306,0.34656664729118347,0.34656664729118347,True,,,,,,,0.2754712664841604,-0.0015512075347168253,0.6946845021170838,1.0,0.6962357096518006"
2187,"ate_nonlinear,20000002,static_ate,Interaction g-computation,0.07109538080702306,0.4115365147590637,0.4115365147590637,True,,,,,,,0.3404411339520407,0.0824957778129809,0.7405772517051465,0.0,0.6580814738921656"
2188,"ate_nonlinear,20000002,static_ate,AIPW,0.07109538080702306,0.00667378306388855,0.00667378306388855,True,,,,,,,0.06442159774313451,-1.0587171264052828,1.07206469253306,1.0,2.1307818189383427"
2189,"ate_nonlinear,20000003,static_ate,CWFM-Revised,-1.3129440357004507,-1.390244483947754,-1.390244483947754,True,,,,,,,0.0773004482473032,-1.9434986505292677,-0.83699031736624,1.0,1.1065083331630279"
2190,"ate_nonlinear,20000003,static_ate,CWFM-Compiled,-1.3129440357004507,-1.390244483947754,-1.390244483947754,True,,,,,,,0.0773004482473032,-1.7534951669515195,-1.0269938009439883,1.0,0.7265013660075312"
2191,"ate_nonlinear,20000003,static_ate,Linear g-computation,-1.3129440357004507,-1.1520404999253577,-1.1520404999253577,True,,,,,,,0.16090353577509298,-1.4850326137367458,-0.8190483861139698,1.0,0.6659842276227759"
2192,"ate_nonlinear,20000003,static_ate,Random forest g-computation,-1.3129440357004507,-0.5686534707433717,-0.5686534707433717,True,,,,,,,0.744290564957079,-1.3572148432241526,0.21990790173740937,1.0,1.5771227449615621"
2193,"ate_nonlinear,20000003,static_ate,Spline g-computation,-1.3129440357004507,-1.5154533386230469,-1.5154533386230469,True,,,,,,,0.20250930292259617,-1.8635711934489472,-1.1673354837971466,1.0,0.6962357096518006"
2194,"ate_nonlinear,20000003,static_ate,Interaction g-computation,-1.3129440357004507,-1.5134533643722534,-1.5134533643722534,True,,,,,,,0.2005093286718027,-1.8424941013183362,-1.1844126274261706,1.0,0.6580814738921656"
2195,"ate_nonlinear,20000003,static_ate,AIPW,-1.3129440357004507,-1.02134370803833,-1.02134370803833,True,,,,,,,0.29160032766212063,-2.0867346175075014,0.04404720143084129,1.0,2.1307818189383427"
2196,"ate_nonlinear,20000004,static_ate,CWFM-Revised,1.1936761092963264,1.2142940759658813,1.2142940759658813,True,,,,,,,0.020617966669554955,0.6746366273851537,1.753951524546609,1.0,1.0793148971614552"
2197,"ate_nonlinear,20000004,static_ate,CWFM-Compiled,1.1936761092963264,1.2142940759658813,1.2142940759658813,True,,,,,,,0.020617966669554955,0.8510433929621157,1.577544758969647,1.0,0.7265013660075312"
2198,"ate_nonlinear,20000004,static_ate,Linear g-computation,1.1936761092963264,1.178263617385789,1.178263617385789,True,,,,,,,0.015412491910537396,0.8452715035744011,1.5112557311971768,1.0,0.6659842276227759"
2199,"ate_nonlinear,20000004,static_ate,Random forest g-computation,1.1936761092963264,0.27782242094217335,0.27782242094217335,True,,,,,,,0.915853688354153,-0.5107389515386077,1.0663837934229545,0.0,1.5771227449615621"
2200,"ate_nonlinear,20000004,static_ate,Spline g-computation,1.1936761092963264,1.2999303340911865,1.2999303340911865,True,,,,,,,0.10625422479486013,0.9518124792652862,1.6480481889170868,1.0,0.6962357096518006"
2201,"ate_nonlinear,20000004,static_ate,Interaction g-computation,1.1936761092963264,1.2175865173339844,1.2175865173339844,True,,,,,,,0.023910408037657982,0.8885457803879016,1.5466272542800672,1.0,0.6580814738921656"
2202,"ate_nonlinear,20000004,static_ate,AIPW,1.1936761092963264,1.0468695163726807,1.0468695163726807,True,,,,,,,0.14680659292364573,-0.0185213930964907,2.112260425841852,1.0,2.1307818189383427"
2203,"ate_nonlinear,20000005,static_ate,CWFM-Revised,-0.788136214826148,-0.7811483144760132,-0.7811483144760132,True,,,,,,,0.006987900350134857,-1.1917945087761774,-0.3705021201758489,1.0,0.8212923886003286"
2204,"ate_nonlinear,20000005,static_ate,CWFM-Compiled,-0.788136214826148,-0.7811483144760132,-0.7811483144760132,True,,,,,,,0.006987900350134857,-1.1443989974797788,-0.41789763147224757,1.0,0.7265013660075312"
2205,"ate_nonlinear,20000005,static_ate,Linear g-computation,-0.788136214826148,-0.8765166135839905,-0.8765166135839905,True,,,,,,,0.08838039875784243,-1.2095087273953784,-0.5435244997726025,1.0,0.6659842276227759"
2206,"ate_nonlinear,20000005,static_ate,Random forest g-computation,-0.788136214826148,-0.21312672931878454,-0.21312672931878454,True,,,,,,,0.5750094855073635,-1.0016881017995656,0.5754346431619966,1.0,1.5771227449615621"
2207,"ate_nonlinear,20000005,static_ate,Spline g-computation,-0.788136214826148,-0.742952823638916,-0.742952823638916,True,,,,,,,0.045183391187232025,-1.0910706784648163,-0.3948349688130157,1.0,0.6962357096518006"
2208,"ate_nonlinear,20000005,static_ate,Interaction g-computation,-0.788136214826148,-0.7625377178192139,-0.7625377178192139,True,,,,,,,0.025598497006934173,-1.0915784547652967,-0.43349698087313104,1.0,0.6580814738921656"
2209,"ate_nonlinear,20000005,static_ate,AIPW,-0.788136214826148,-0.650048553943634,-0.650048553943634,True,,,,,,,0.138087660882514,-1.7154394634128054,0.41534235552553733,1.0,2.1307818189383427"
2210,"ate_nonlinear,20000006,static_ate,CWFM-Revised,-0.5582332967643752,-0.47546592354774475,-0.47546592354774475,True,,,,,,,0.08276737321663041,-0.9506644266667013,-0.00026742042878830086,1.0,0.9503970062379129"
2211,"ate_nonlinear,20000006,static_ate,CWFM-Compiled,-0.5582332967643752,-0.4754658639431,-0.4754658639431,True,,,,,,,0.08276743282127519,-0.8387165469468656,-0.11221518093933436,1.0,0.7265013660075312"
2212,"ate_nonlinear,20000006,static_ate,Linear g-computation,-0.5582332967643752,-0.6158223758256649,-0.6158223758256649,True,,,,,,,0.05758907906128974,-0.9488144896370528,-0.28283026201427697,1.0,0.6659842276227759"
2213,"ate_nonlinear,20000006,static_ate,Random forest g-computation,-0.5582332967643752,-0.05266919162578652,-0.05266919162578652,True,,,,,,,0.5055641051385886,-0.8412305641065676,0.7358921808549945,1.0,1.5771227449615621"
2214,"ate_nonlinear,20000006,static_ate,Spline g-computation,-0.5582332967643752,-0.3905121088027954,-0.3905121088027954,True,,,,,,,0.16772118796157975,-0.7386299636286957,-0.04239425397689511,1.0,0.6962357096518006"
2215,"ate_nonlinear,20000006,static_ate,Interaction g-computation,-0.5582332967643752,-0.4388187527656555,-0.4388187527656555,True,,,,,,,0.11941454399871965,-0.7678594897117383,-0.1097780158195727,1.0,0.6580814738921656"
2216,"ate_nonlinear,20000006,static_ate,AIPW,-0.5582332967643752,-0.6398707628250122,-0.6398707628250122,True,,,,,,,0.08163746606063704,-1.7052616722941836,0.42552014664415916,1.0,2.1307818189383427"
2217,"ate_nonlinear,20000007,static_ate,CWFM-Revised,-1.241046470562962,-1.4674259424209595,-1.4674259424209595,True,,,,,,,0.22637947185799745,-1.9770902035937419,-0.957761681248177,1.0,1.019328522345565"
2218,"ate_nonlinear,20000007,static_ate,CWFM-Compiled,-1.241046470562962,-1.467426061630249,-1.467426061630249,True,,,,,,,0.226379591067287,-1.8306767446340146,-1.1041753786264834,1.0,0.7265013660075312"
2219,"ate_nonlinear,20000007,static_ate,Linear g-computation,-1.241046470562962,-1.5728944654260102,-1.5728944654260102,True,,,,,,,0.33184799486304817,-1.9058865792373982,-1.2399023516146221,1.0,0.6659842276227759"
2220,"ate_nonlinear,20000007,static_ate,Random forest g-computation,-1.241046470562962,-0.3440862937181161,-0.3440862937181161,True,,,,,,,0.8969601768448459,-1.1326476661988971,0.44447507876266495,0.0,1.5771227449615621"
2221,"ate_nonlinear,20000007,static_ate,Spline g-computation,-1.241046470562962,-1.5599217414855957,-1.5599217414855957,True,,,,,,,0.3188752709226337,-1.908039596311496,-1.2118038866596954,1.0,0.6962357096518006"
2222,"ate_nonlinear,20000007,static_ate,Interaction g-computation,-1.241046470562962,-1.4520760774612427,-1.4520760774612427,True,,,,,,,0.21102960689828065,-1.7811168144073255,-1.1230353405151599,1.0,0.6580814738921656"
2223,"ate_nonlinear,20000007,static_ate,AIPW,-1.241046470562962,-1.05628502368927,-1.05628502368927,True,,,,,,,0.184761446873692,-2.1216759331584414,0.009105885779901346,1.0,2.1307818189383427"
2224,"ate_nonlinear,20000008,static_ate,CWFM-Revised,-0.7272725103261343,-0.40367698669433594,-0.40367698669433594,True,,,,,,,0.32359552363179833,-0.7203546984268419,-0.08699927496183008,0.0,0.6333554234650117"
